타임스탬프,0. 당신의 성함,0. 당신의 이상형,0.1. 나의 동물상,1-1. 희망하는 자녀 수,1-2. 희망하는 자녀 구성,1-3. 자녀 갖고 싶은 시기,1-4. 생물학적 출산이 어려움 발생 시 대안,"""1. 자녀 계획 및 가족 구성 항목""에 대해 중요도 ","아이가 ""오늘만 양치 안하고 그냥 자면 안돼요? 라고 칭얼거릴 때 어떻게 하시겠습니까?  ",평소 밤 9시에 자기로 약속했습니다. 그런데 오늘 아이가 읽고 싶어 하던 동화책 시리즈의 마지막 권을 다 읽고 싶다며 30분만 더 시간을 달라고 합니다.,"경쟁 상황에서의 태도 아이가 운동 경기나 대회에서 아쉽게 2등을 했습니다. 아이는 충분히 잘했다고 기뻐하는데, 당신의 마음속 생각은?","재능 발견과 교육 아이가 특정 분야(예: 피아노, 운동)에 천재적인 재능을 보입니다. 이때 당신의 교육 방향은?","두 사람의 훈육 방식이 부딪힐 때, 누구의 의견을 따라야 한다고 생각하시나요?","한 명은 퇴근 후 아이와 놀아주고, 한 명은 밀린 집안일을 해야 하는 상황입니다.",맞벌이 상황 등에서 조부모님이 아이를 봐주겠다고 제안하신다면?,"양가 어르신들이 본인의 가치관과 다른 육아 조언(예: ""애를 너무 손타게 키운다"", ""사탕 좀 주면 어떠냐"")을 하실 때 당신의 생각은?","주말에 아이와 동물원에 가기로 했는데, 아침에 일어나니 갑자기 비가 옵니다. 이때 당신의 반응은?",아이의 교육 자금이나 미래 리스크를 대비하는 당신의 생각은?,4-1. 자녀 교육비/양육비 지출 비중,"4-2. 육아 휴직, 양육 부담","""4. 경제적 지원 및 가사 분담""에 대해 중요도 ","5-1. 자녀 가치관, 어떤 사람이 되길 바라는가? ","""5. 자녀 가치관""에 대해 중요도 ",Unnamed: 23
2026/03/06 5:38:57 PM GMT+9,최은솔,고양이상,고양이상,1명,오직 딸,경제적 안정 후,무자녀,1,2,2,5,4,3,4,5,3,5,5,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",2,"자신이 좋아하는 일, 행복",2,
2026/03/08 9:07:27 PM GMT+9,송서린,곰상,늑대상,3명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,의학적 도움 적극 시도;무자녀,1,5,4,5,5,5,5,4,3,5,5,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",1,"자신이 좋아하는 일, 행복",3,
2026/02/26 10:32:36 PM GMT+9,노라담,여우상,쿼카상,3명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,입양 고려,2,3,4,4,2,4,4,4,4,4,3,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",2,"회복탄력성, 생활력 강한 사람",3,
2026/03/02 1:40:36 PM GMT+9,한린호,강아지상,햄스터상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,입양 고려,5,5,5,4,2,5,2,1,1,1,2,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",4,"자신이 좋아하는 일, 행복",5,
2026/03/06 3:13:51 PM GMT+9,백은라,쥐상,코알라상,2명,오직 딸,경제적 안정 후,무자녀,1,1,4,5,5,4,2,3,2,5,2,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",1,"자신이 좋아하는 일, 행복",1,
2026/03/07 5:53:28 PM GMT+9,김린연,공룡상,공룡상,2명,오직 딸,경제적 안정 후,의학적 도움 적극 시도,1,1,5,5,5,4,5,3,3,5,5,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",1,"자녀의 입에서 나는 엄마, 아빠처럼 살래요 라는 말과 목표가 나오도록 / 가장 존경하는 사람이 누구인가 라고 자녀에게 누군가 물어보면, 우리 엄마 아빠요 라고 대답할 수 있는 사람이 되었으면 좋겠습니다",1,
2026/03/03 2:43:38 AM GMT+9,김지별,원숭이상,오리상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,의학적 도움 적극 시도,2,1,5,4,2,4,1,3,2,2,2,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",2,"회복탄력성, 생활력 강한 사람",3,
2026/02/23 8:53:21 AM GMT+9,배경담,쿼카상,곰상,1명,오직 딸,결혼 후 1~2년 이내,무자녀,4,2,5,4,3,4,2,4,2,3,2,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",4,"도덕적, 타인 배려",5,
2026/02/25 6:48:31 AM GMT+9,문윤주,고양이상,원숭이상,1명,오직 딸,결혼 후 1~2년 이내,의학적 도움 적극 시도,4,2,5,4,3,4,2,4,3,4,2,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",4,"도덕적, 타인 배려",5,
2026/02/25 12:47:07 PM GMT+9,백우림,여우상,여우상,2명,오직 딸,결혼 후 3~5년 이내,입양 고려;의학적 도움 적극 시도,2,2,5,5,4,3,2,1,3,1,2,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",3,"회복탄력성, 생활력 강한 사람",2,
2026/03/07 9:28:54 AM GMT+9,남나찬,늑대상,사슴상,1명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,무자녀,1,1,5,5,3,1,4,4,4,4,5,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",3,"도덕적, 타인 배려",2,
2026/03/04 7:50:30 PM GMT+9,하태준,햄스터상,늑대상,2명,오직 딸,결혼 후 1~2년 이내,입양 고려;무자녀,2,3,5,5,5,4,4,2,2,4,4,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",4,"자신이 좋아하는 일, 행복",3,
2026/02/24 11:17:47 AM GMT+9,신솔온,여우상,공룡상,2명,오직 딸,결혼 즉시,무자녀,2,2,5,5,4,4,4,2,3,4,5,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",4,"회복탄력성, 생활력 강한 사람",3,
2026/03/07 4:47:33 AM GMT+9,송우주,말상,알파카상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,의학적 도움 적극 시도,2,1,5,5,2,4,4,4,2,4,2,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",3,"도덕적, 타인 배려",5,
2026/02/26 4:58:27 AM GMT+9,허지찬,강아지상,햄스터상,1명,오직 딸,경제적 안정 후,의학적 도움 적극 시도,4,2,5,5,2,4,2,4,1,5,1,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",1,"회복탄력성, 생활력 강한 사람",2,
2026/03/06 6:53:25 PM GMT+9,유민림,강아지상,고양이상,2명,"딸 1명, 아들 1명",경제적 안정 후,의학적 도움 적극 시도,2,1,4,4,2,4,1,4,2,2,3,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",2,"자신이 좋아하는 일, 행복",3,
2026/03/04 8:21:56 PM GMT+9,신하예,원숭이상,강아지상,2명,"딸 1명, 아들 1명",경제적 안정 후,무자녀;의학적 도움 적극 시도;입양 고려,1,1,5,5,4,5,5,4,1,2,2,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",4,"도덕적, 타인 배려",2,
2026/02/20 10:33:40 PM GMT+9,허림태,여우상,여우상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,입양 고려;무자녀,1,1,5,5,5,3,3,4,3,2,2,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",2,"자신이 좋아하는 일, 행복",2,
2026/03/03 1:01:18 AM GMT+9,장은성,오리상,꽃돼지상,2명,"딸 1명, 아들 1명",결혼 즉시,의학적 도움 적극 시도,5,1,4,5,4,4,4,2,4,5,3,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",1,"자신이 좋아하는 일, 행복",2,
2026/02/24 10:46:52 PM GMT+9,안도준,고양이상,햄스터상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,무자녀,4,1,4,4,2,4,1,5,4,1,4,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",2,"자신이 좋아하는 일, 행복",2,
2026/02/23 10:32:03 PM GMT+9,장준연,쥐상,원숭이상,1명,"딸 1명, 아들 1명",경제적 안정 후,입양 고려;무자녀,2,5,5,5,2,3,1,4,2,5,2,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",4,"자신이 좋아하는 일, 행복",5,
2026/03/03 4:50:45 AM GMT+9,정준혜,고양이상,고양이상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,무자녀;의학적 도움 적극 시도,2,1,4,4,2,4,1,5,2,1,3,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",1,"도덕적, 타인 배려",3,
2026/03/06 7:01:11 AM GMT+9,전혜성,도룡뇽상,원숭이상,1명,오직 딸,경제적 안정 후,무자녀,1,1,5,3,3,4,3,3,2,1,2,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",4,"자신이 좋아하는 일, 행복",4,
2026/03/04 5:43:10 AM GMT+9,안서민,곰상,사슴상,3명,"딸 2명, 아들 1명",경제적 안정 후,의학적 도움 적극 시도,2,1,4,5,5,2,1,3,2,4,4,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",3,"회복탄력성, 생활력 강한 사람",2,
2026/02/26 9:10:22 AM GMT+9,정진훈,여우상,곰상,1명,"딸 1명, 아들 1명",경제적 안정 후,무자녀,4,1,5,4,3,2,1,4,1,5,3,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",2,"회복탄력성, 생활력 강한 사람",5,
2026/03/07 12:24:18 PM GMT+9,허연은,꽃돼지상,오리상,2명,아들1 딸2,경제적 안정 후,의학적 도움 적극 시도;무자녀,2,2,3,5,4,4,1,3,1,4,4,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",2,"자녀의 입에서 나는 엄마, 아빠처럼 살래요 라는 말과 목표가 나오도록 / 가장 존경하는 사람이 누구인가 라고 자녀에게 누군가 물어보면, 우리 엄마 아빠요 라고 대답할 수 있는 사람이 되었으면 좋겠습니다",3,
2026/02/26 6:58:06 AM GMT+9,서겸빈,오리상,알파카상,2명,"딸 1명, 아들 1명",경제적 안정 후,의학적 도움 적극 시도,4,1,1,3,5,5,4,3,3,4,5,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",2,"자신이 좋아하는 일, 행복",1,
2026/03/02 8:40:34 PM GMT+9,하빈진,햄스터상,고양이상,2명,오직 딸,결혼 후 1~2년 이내,무자녀,4,2,5,4,3,4,2,4,2,3,2,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",4,"자신이 좋아하는 일, 행복",2,
2026/02/20 8:40:26 AM GMT+9,한혜윤,고양이상,말상,1명,오직 딸,경제적 안정 후,입양 고려,4,1,5,4,3,4,2,4,2,2,4,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",4,"도덕적, 타인 배려",5,
2026/02/27 6:29:29 AM GMT+9,심담솔,강아지상,강아지상,2명,오직 딸,결혼 후 3~5년 이내,입양 고려,2,2,4,5,2,2,2,5,4,4,2,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",3,"회복탄력성, 생활력 강한 사람",1,
2026/02/23 9:24:12 AM GMT+9,정담담,여우상,여우상,2명,오직 딸,결혼 후 3~5년 이내,의학적 도움 적극 시도;입양 고려,2,2,4,5,3,1,1,5,2,4,3,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",2,"자녀의 입에서 나는 엄마, 아빠처럼 살래요 라는 말과 목표가 나오도록 / 가장 존경하는 사람이 누구인가 라고 자녀에게 누군가 물어보면, 우리 엄마 아빠요 라고 대답할 수 있는 사람이 되었으면 좋겠습니다",3,
2026/03/08 9:25:40 PM GMT+9,임은태,토끼상,쿼카상,2명,오직 딸,결혼 후 1~2년 이내,의학적 도움 적극 시도,2,2,4,5,4,1,2,4,4,4,5,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",3,"회복탄력성, 생활력 강한 사람",2,
2026/03/03 7:00:50 PM GMT+9,남겸온,도룡뇽상,꽃돼지상,1명,오직 딸,결혼 후 1~2년 이내,무자녀,2,1,2,5,4,4,5,5,2,4,5,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",2,"자신이 좋아하는 일, 행복",2,
2026/02/26 10:28:55 AM GMT+9,노현혜,고양이상,쿼카상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,입양 고려;의학적 도움 적극 시도,4,2,5,5,3,2,4,5,4,4,4,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",3,"도덕적, 타인 배려",2,
2026/02/20 8:58:45 PM GMT+9,전우도,강아지상,공룡상,2명,"딸 1명, 아들 1명",결혼 후 3~5년 이내,무자녀,2,1,4,5,3,1,1,4,3,5,4,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",2,"자녀의 입에서 나는 엄마, 아빠처럼 살래요 라는 말과 목표가 나오도록 / 가장 존경하는 사람이 누구인가 라고 자녀에게 누군가 물어보면, 우리 엄마 아빠요 라고 대답할 수 있는 사람이 되었으면 좋겠습니다",4,
2026/03/08 1:53:22 AM GMT+9,최도우,꽃돼지상,도룡뇽상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,무자녀,5,3,4,4,2,4,5,4,2,4,3,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",3,"회복탄력성, 생활력 강한 사람",3,
2026/03/02 8:36:44 PM GMT+9,서주라,오리상,꽃돼지상,1명,오직 딸,결혼 후 1~2년 이내,무자녀,4,2,5,4,4,4,2,1,2,2,2,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",4,"도덕적, 타인 배려",5,
2026/02/27 7:22:16 PM GMT+9,배빈호,알파카상,말상,3명,딸2 아들1,결혼 후 1~2년 이내,의학적 도움 적극 시도,1,3,5,5,4,4,5,5,2,1,2,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",2,"자신이 좋아하는 일, 행복",3,
2026/02/24 7:36:14 AM GMT+9,송윤서,곰상,원숭이상,2명,되는대로,결혼 후 3~5년 이내,입양 고려;의학적 도움 적극 시도,2,4,4,5,4,4,5,4,2,4,2,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",3,"회복탄력성, 생활력 강한 사람",2,
2026/03/06 5:53:09 PM GMT+9,유담린,오리상,강아지상,2명,오직 딸,경제적 안정 후,입양 고려,1,3,5,5,3,4,2,4,3,5,2,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",5,"자신이 좋아하는 일, 행복",1,
2026/02/26 5:42:00 AM GMT+9,남나도,도룡뇽상,도룡뇽상,2명,오직 딸,결혼 후 1~2년 이내,입양 고려,1,4,4,5,2,1,1,4,3,5,4,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",2,"도덕적, 타인 배려",2,
2026/03/03 2:27:33 PM GMT+9,서온별,도룡뇽상,도룡뇽상,2명,"딸 1명, 아들 1명",결혼 후 3~5년 이내,의학적 도움 적극 시도,2,1,4,3,1,4,5,4,2,4,5,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",4,"도덕적, 타인 배려",4,
2026/03/06 9:47:36 PM GMT+9,김훈하,고양이상,고양이상,3명,오직 딸,결혼 후 1~2년 이내,무자녀;의학적 도움 적극 시도,2,3,4,5,1,4,5,4,3,5,1,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",2,"회복탄력성, 생활력 강한 사람",3,
2026/02/23 2:56:01 PM GMT+9,서윤영,고양이상,늑대상,그 이상,되는대로,경제적 안정 후,입양 고려,1,1,5,5,3,5,3,3,1,5,1,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",2,"자신이 좋아하는 일, 행복",1,
2026/02/20 12:04:14 AM GMT+9,최온현,늑대상,공룡상,1명,"딸 2명, 아들 1명",경제적 안정 후,무자녀,4,2,5,4,4,4,4,2,3,4,4,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",4,"도덕적, 타인 배려",3,
2026/03/08 5:55:07 PM GMT+9,임예수,알파카상,사슴상,2명,오직 딸,결혼 후 1~2년 이내,의학적 도움 적극 시도;입양 고려,1,1,5,5,4,5,5,2,4,4,2,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",1,"회복탄력성, 생활력 강한 사람",1,
2026/03/04 12:03:56 AM GMT+9,손윤은,여우상,코알라상,2명,오직 딸,결혼 후 1~2년 이내,무자녀,4,1,5,4,3,2,4,1,1,5,4,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",1,"도덕적, 타인 배려",2,
2026/02/22 8:05:29 PM GMT+9,김준예,말상,꼬부기상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,의학적 도움 적극 시도,2,1,4,5,2,1,2,3,1,5,2,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",2,"도덕적, 타인 배려",4,
2026/03/04 2:32:15 PM GMT+9,유아찬,쿼카상,곰상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,입양 고려;의학적 도움 적극 시도,1,1,5,5,3,4,5,4,2,4,4,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",3,"도덕적, 타인 배려",5,
2026/03/05 10:05:12 PM GMT+9,남담예,고양이상,말상,2명,오직 딸,결혼 후 3~5년 이내,무자녀;의학적 도움 적극 시도,3,3,5,4,2,5,5,3,1,5,2,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",4,"자신이 좋아하는 일, 행복",1,
2026/03/05 3:50:35 AM GMT+9,송혜솔,곰상,토끼상,2명,"딸 1명, 아들 1명",결혼 후 3~5년 이내,의학적 도움 적극 시도;무자녀,2,2,4,5,3,1,1,4,2,1,5,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",3,"자녀의 입에서 나는 엄마, 아빠처럼 살래요 라는 말과 목표가 나오도록 / 가장 존경하는 사람이 누구인가 라고 자녀에게 누군가 물어보면, 우리 엄마 아빠요 라고 대답할 수 있는 사람이 되었으면 좋겠습니다",2,
2026/02/23 3:33:00 AM GMT+9,배찬찬,고양이상,코알라상,2명,오직 딸,경제적 안정 후,의학적 도움 적극 시도;입양 고려,1,1,1,5,2,5,5,3,3,5,5,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",2,"도덕적, 타인 배려",1,
2026/03/02 12:43:53 AM GMT+9,문솔아,여우상,코알라상,3명,오직 딸,결혼 후 1~2년 이내,의학적 도움 적극 시도,1,2,5,5,4,1,5,4,1,4,2,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",1,"회복탄력성, 생활력 강한 사람",2,
2026/02/25 7:13:10 AM GMT+9,조진주,곰상,곰상,그 이상,되는대로,경제적 안정 후,의학적 도움 적극 시도,1,2,5,5,3,5,3,2,1,4,1,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",1,"자신이 좋아하는 일, 행복",1,
2026/03/05 5:22:52 AM GMT+9,노린나,말상,강아지상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,무자녀,2,1,5,3,2,4,5,5,2,5,4,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",3,"도덕적, 타인 배려",5,
2026/03/02 8:57:40 AM GMT+9,김민현,곰상,쥐상,1명,오직 딸,결혼 후 1~2년 이내,무자녀,2,1,5,4,3,4,3,4,3,4,1,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",1,"회복탄력성, 생활력 강한 사람",1,https://drive.google.com/u/0/open?usp=forms_web&id=1vIzRJ4Im86hUXmTW1R7XuSG_LbEnWW9J
2026/03/04 3:01:03 PM GMT+9,손겸훈,꽃돼지상,꽃돼지상,1명,오직 딸,결혼 즉시,무자녀,2,1,5,5,5,2,1,3,2,2,1,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",3,"회복탄력성, 생활력 강한 사람",2,
2026/03/06 1:07:43 AM GMT+9,고겸예,여우상,여우상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,무자녀;입양 고려,4,4,4,5,4,1,2,4,4,5,4,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",3,"도덕적, 타인 배려",5,
2026/03/06 11:41:34 PM GMT+9,장림현,고양이상,꼬부기상,2명,오직 딸,경제적 안정 후,입양 고려,3,3,4,4,4,2,1,3,2,4,4,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",4,"도덕적, 타인 배려",3,
2026/03/06 10:59:12 PM GMT+9,문우예,늑대상,고양이상,1명,딸2 아들1,경제적 안정 후,의학적 도움 적극 시도;무자녀,2,1,5,4,3,2,5,1,1,5,3,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",2,"도덕적, 타인 배려",4,
2026/02/24 7:42:12 PM GMT+9,손아주,곰상,곰상,2명,오직 딸,결혼 후 3~5년 이내,입양 고려,4,2,4,5,4,1,1,4,5,5,2,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",3,"회복탄력성, 생활력 강한 사람",4,
2026/03/06 6:47:00 AM GMT+9,유준하,오리상,오리상,1명,오직 딸,결혼 후 1~2년 이내,의학적 도움 적극 시도,1,3,4,5,5,4,5,4,3,5,1,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",2,"회복탄력성, 생활력 강한 사람",3,
2026/02/25 12:25:29 PM GMT+9,오주빈,강아지상,공룡상,2명,오직 딸,결혼 후 1~2년 이내,입양 고려,2,4,4,5,2,4,2,4,4,5,4,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",2,"도덕적, 타인 배려",2,
2026/03/07 8:26:32 PM GMT+9,안우담,고양이상,사슴상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,의학적 도움 적극 시도,5,5,5,5,2,5,1,1,4,1,5,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",5,"회복탄력성, 생활력 강한 사람",5,
2026/03/05 3:51:33 AM GMT+9,노림민,오리상,원숭이상,1명,"딸 1명, 아들 1명",경제적 안정 후,입양 고려,3,2,5,4,4,4,1,3,2,3,2,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",1,"자신이 좋아하는 일, 행복",1,
2026/02/27 9:17:05 PM GMT+9,임경경,도룡뇽상,도룡뇽상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,의학적 도움 적극 시도,3,2,5,5,1,3,2,4,2,5,2,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",4,"자신이 좋아하는 일, 행복",3,
2026/03/06 8:27:31 PM GMT+9,백온린,여우상,쿼카상,2명,오직 딸,결혼 후 1~2년 이내,무자녀,5,3,4,4,2,4,5,5,4,4,3,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",2,"회복탄력성, 생활력 강한 사람",3,
2026/03/03 7:46:43 AM GMT+9,이담성,도룡뇽상,여우상,2명,"딸 1명, 아들 1명",경제적 안정 후,무자녀,2,4,5,5,4,4,5,2,2,4,2,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",3,"도덕적, 타인 배려",3,
2026/02/20 3:39:44 AM GMT+9,유율지,강아지상,공룡상,1명,"딸 1명, 아들 1명",경제적 안정 후,의학적 도움 적극 시도,4,1,5,4,4,4,5,4,2,2,2,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",4,"도덕적, 타인 배려",5,
2026/03/07 2:20:07 AM GMT+9,정훈서,여우상,강아지상,그 이상,"딸 1명, 아들 1명",경제적 안정 후,의학적 도움 적극 시도;입양 고려,1,1,4,5,3,5,1,3,1,5,1,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",2,"자신이 좋아하는 일, 행복",1,
