타임스탬프,0. 당신의 성함,0. 당신의 이상형,1-1. 희망하는 자녀 수,1-2. 희망하는 자녀 구성,1-3. 자녀 갖고 싶은 시기,1-4. 생물학적 출산이 어려움 발생 시 대안,"""1. 자녀 계획 및 가족 구성 항목""에 대해 중요도 ","아이가 ""오늘만 양치 안하고 그냥 자면 안돼요? 라고 칭얼거릴 때 어떻게 하시겠습니까?  ",평소 밤 9시에 자기로 약속했습니다. 그런데 오늘 아이가 읽고 싶어 하던 동화책 시리즈의 마지막 권을 다 읽고 싶다며 30분만 더 시간을 달라고 합니다.,"경쟁 상황에서의 태도 아이가 운동 경기나 대회에서 아쉽게 2등을 했습니다. 아이는 충분히 잘했다고 기뻐하는데, 당신의 마음속 생각은?","재능 발견과 교육 아이가 특정 분야(예: 피아노, 운동)에 천재적인 재능을 보입니다. 이때 당신의 교육 방향은?","두 사람의 훈육 방식이 부딪힐 때, 누구의 의견을 따라야 한다고 생각하시나요?","한 명은 퇴근 후 아이와 놀아주고, 한 명은 밀린 집안일을 해야 하는 상황입니다.",맞벌이 상황 등에서 조부모님이 아이를 봐주겠다고 제안하신다면?,"양가 어르신들이 본인의 가치관과 다른 육아 조언(예: ""애를 너무 손타게 키운다"", ""사탕 좀 주면 어떠냐"")을 하실 때 당신의 생각은?","주말에 아이와 동물원에 가기로 했는데, 아침에 일어나니 갑자기 비가 옵니다. 이때 당신의 반응은?",아이의 교육 자금이나 미래 리스크를 대비하는 당신의 생각은?,4-1. 자녀 교육비/양육비 지출 비중,"4-2. 육아 휴직, 양육 부담","""4. 경제적 지원 및 가사 분담""에 대해 중요도 ","5-1. 자녀 가치관, 어떤 사람이 되길 바라는가? ","""5. 자녀 가치관""에 대해 중요도 ",Unnamed: 23
2026/03/03 3:22:11 AM GMT+9,최호빈,여우상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,입양 고려,1,1,5,5,2,4,5,3,2,5,4,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",3,"도덕적, 타인 배려",5,
2026/02/23 9:02:09 PM GMT+9,한솔빈,고양이상,1명,오직 딸,경제적 안정 후,무자녀,3,2,4,4,4,1,1,3,2,4,4,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",4,창의적으로 문제를 해결하는 사람,4,
2026/02/23 12:17:36 PM GMT+9,권린윤,고양이상,2명,"딸 1명, 아들 1명",경제적 안정 후,입양 고려;의학적 도움 적극 시도;무자녀,4,1,4,5,4,4,2,2,2,2,2,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",2,배려와 선의를 실천하는 사람,2,
2026/02/24 12:20:00 AM GMT+9,권찬율,꽃돼지상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,무자녀;의학적 도움 적극 시도,1,2,4,4,3,1,4,4,4,5,2,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",2,"도덕적, 타인 배려",3,
2026/03/01 12:28:18 PM GMT+9,백훈우,고양이상,3명,아들1 딸2,결혼 후 1~2년 이내,무자녀;의학적 도움 적극 시도,2,3,4,5,5,5,2,4,3,1,2,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",2,"회복탄력성, 생활력 강한 사람",5,
2026/03/03 3:16:48 AM GMT+9,송겸서,오리상,1명,오직 딸,경제적 안정 후,의학적 도움 적극 시도;입양 고려,4,2,5,5,4,4,2,4,2,4,2,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",4,"회복탄력성, 생활력 강한 사람",2,
2026/02/27 3:00:54 AM GMT+9,서민현,곰상,2명,오직 딸,결혼 후 3~5년 이내,입양 고려,2,1,5,5,1,4,5,4,3,5,2,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",3,"회복탄력성, 생활력 강한 사람",2,
2026/02/27 10:43:19 AM GMT+9,권라린,강아지상,2명,오직 딸,경제적 안정 후,무자녀,1,1,1,5,2,5,5,4,3,5,5,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",1,"회복탄력성, 생활력 강한 사람",1,
2026/02/20 1:12:34 PM GMT+9,임도서,너구리상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,의학적 도움 적극 시도,2,1,5,5,5,3,5,5,3,5,2,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",2,"자신이 좋아하는 일, 행복",2,
2026/03/01 12:36:59 AM GMT+9,오혜진,강아지상,2명,"딸 1명, 아들 1명",결혼 후 3~5년 이내,의학적 도움 적극 시도;무자녀,3,2,4,3,2,4,5,4,2,5,2,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",1,"도덕적, 타인 배려",5,
2026/03/02 1:38:16 AM GMT+9,백별율,곰상,2명,오직 딸,결혼 후 1~2년 이내,의학적 도움 적극 시도;무자녀;입양 고려,1,1,5,4,2,2,5,2,4,5,2,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",1,실패해도 다시 도전하는 용기 있는 사람,1,
2026/02/20 11:19:27 PM GMT+9,안우하,꼬부기상,1명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,무자녀,2,1,2,5,4,4,5,5,2,5,5,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",3,"자신이 좋아하는 일, 행복",2,
2026/02/28 4:19:11 PM GMT+9,손린준,여우상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,의학적 도움 적극 시도;무자녀,2,4,4,5,2,1,2,5,4,5,4,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",2,"도덕적, 타인 배려",4,
2026/02/28 8:54:25 AM GMT+9,강은은,여우상,1명,오직 딸,경제적 안정 후,의학적 도움 적극 시도,3,1,4,4,4,2,2,4,2,4,2,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",4,"자녀의 입에서 나는 엄마, 아빠처럼 살래요 라는 말과 목표가 나오도록 / 가장 존경하는 사람이 누구인가 라고 자녀에게 누군가 물어보면, 우리 엄마 아빠요 라고 대답할 수 있는 사람이 되었으면 좋겠습니다",3,
2026/02/25 8:31:22 AM GMT+9,한우주,꼬부기상,1명,"딸 1명, 아들 1명",경제적 안정 후,무자녀,4,2,5,4,4,4,5,4,2,4,2,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",4,건강한 생활 습관을 가진 사람,2,
2026/03/01 9:19:37 PM GMT+9,한찬연,여우상,1명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,무자녀,2,4,4,3,2,1,2,4,4,5,4,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",3,"도덕적, 타인 배려",4,
2026/03/02 7:00:38 PM GMT+9,손수준,강아지상,3명,딸2 아들1,결혼 후 1~2년 이내,무자녀;의학적 도움 적극 시도;입양 고려,2,3,4,4,4,3,5,5,1,5,2,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",1,실패해도 다시 도전하는 용기 있는 사람,1,
2026/02/23 4:24:30 AM GMT+9,하온하,고양이상,3명,오직 딸,경제적 안정 후,입양 고려;무자녀,5,3,4,4,3,3,5,1,3,5,3,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",2,"도덕적, 타인 배려",4,
2026/02/20 3:17:32 PM GMT+9,고빈윤,여우상,2명,되는대로,결혼 즉시,무자녀,1,1,5,5,3,5,3,3,1,4,1,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",1,"도덕적, 타인 배려",1,
2026/02/28 2:11:32 AM GMT+9,남주나,토끼상,2명,오직 딸,경제적 안정 후,무자녀,1,1,1,5,5,5,5,3,3,5,5,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",1,"자신이 좋아하는 일, 행복",1,
2026/03/01 3:29:27 AM GMT+9,양태진,여우상,1명,오직 딸,경제적 안정 후,무자녀;의학적 도움 적극 시도,3,2,4,4,4,2,5,4,2,4,4,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",4,"회복탄력성, 생활력 강한 사람",3,
2026/02/28 7:00:05 AM GMT+9,유나림,꽃돼지상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,의학적 도움 적극 시도;입양 고려,1,1,4,5,2,4,2,3,2,2,2,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",4,"자신이 좋아하는 일, 행복",1,
2026/03/02 6:01:30 AM GMT+9,윤겸준,강아지상,2명,오직 딸,결혼 후 1~2년 이내,입양 고려,4,1,4,3,1,5,5,4,3,2,2,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",4,정서적으로 안정되고 공감할 줄 아는 사람,3,
2026/02/23 3:44:16 PM GMT+9,고수태,곰상,3명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,입양 고려,4,5,5,5,2,5,2,1,1,1,5,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",5,"자신이 좋아하는 일, 행복",5,
2026/02/23 1:44:59 PM GMT+9,남경담,강아지상,1명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,의학적 도움 적극 시도;입양 고려,1,1,4,5,4,2,4,5,4,4,4,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",1,"회복탄력성, 생활력 강한 사람",2,
2026/03/02 7:59:19 AM GMT+9,고하현,사슴상,1명,오직 딸,결혼 후 1~2년 이내,무자녀,5,2,5,4,2,4,1,4,1,1,4,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",5,"자신이 좋아하는 일, 행복",5,
2026/02/22 7:07:56 AM GMT+9,조태훈,고양이상,1명,오직 딸,결혼 후 3~5년 이내,의학적 도움 적극 시도,4,1,5,5,4,4,3,2,2,5,5,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",4,"경제적 성공, 사회적 지위",3,
2026/03/02 11:49:05 AM GMT+9,허담빈,너구리상,2명,오직 딸,경제적 안정 후,무자녀,1,1,1,5,5,5,5,2,2,5,5,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",1,"자신이 좋아하는 일, 행복",5,
2026/02/21 7:40:58 PM GMT+9,조온나,쿼카상,2명,오직 딸,경제적 안정 후,무자녀,1,1,5,5,4,2,5,3,3,4,5,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",3,"자신이 좋아하는 일, 행복",2,
2026/03/02 8:43:00 PM GMT+9,강주도,여우상,2명,오직 딸,결혼 후 1~2년 이내,의학적 도움 적극 시도,4,1,3,3,1,5,5,4,3,5,2,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",4,자기 감정을 잘 표현하고 조절하는 사람,2,
2026/02/27 5:51:42 AM GMT+9,장연서,여우상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,의학적 도움 적극 시도,3,3,4,5,5,4,3,2,4,5,5,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",1,"자신이 좋아하는 일, 행복",3,
2026/02/28 12:35:28 PM GMT+9,정주겸,여우상,2명,오직 딸,결혼 후 1~2년 이내,무자녀,4,2,4,3,1,5,2,2,3,1,4,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",4,"회복탄력성, 생활력 강한 사람",3,
2026/03/02 11:13:53 PM GMT+9,서별찬,곰상,1명,오직 딸,결혼 후 1~2년 이내,의학적 도움 적극 시도;입양 고려;무자녀,4,3,4,3,4,4,5,4,3,2,1,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",4,"도덕적, 타인 배려",3,
2026/03/03 12:07:21 PM GMT+9,최준영,여우상,2명,"딸 1명, 아들 1명",결혼 후 3~5년 이내,무자녀,2,2,4,5,4,1,5,4,2,4,4,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",2,"자녀의 입에서 나는 엄마, 아빠처럼 살래요 라는 말과 목표가 나오도록 / 가장 존경하는 사람이 누구인가 라고 자녀에게 누군가 물어보면, 우리 엄마 아빠요 라고 대답할 수 있는 사람이 되었으면 좋겠습니다",3,
2026/02/23 7:23:20 PM GMT+9,오훈연,고양이상,2명,되는대로,결혼 후 3~5년 이내,무자녀;의학적 도움 적극 시도,4,1,4,3,1,5,5,4,4,1,1,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",2,정서적으로 안정되고 공감할 줄 아는 사람,2,
2026/02/25 8:07:11 PM GMT+9,신도민,햄스터상,3명,"딸 2명, 아들 1명",결혼 후 1~2년 이내,입양 고려,1,2,5,5,5,5,4,4,4,5,3,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",1,"자녀의 입에서 나는 엄마, 아빠처럼 살래요 라는 말과 목표가 나오도록 / 가장 존경하는 사람이 누구인가 라고 자녀에게 누군가 물어보면, 우리 엄마 아빠요 라고 대답할 수 있는 사람이 되었으면 좋겠습니다",3,
2026/02/23 6:00:27 PM GMT+9,김담율,늑대상,2명,오직 딸,결혼 후 1~2년 이내,의학적 도움 적극 시도,4,2,4,5,4,1,2,4,4,4,2,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",3,"회복탄력성, 생활력 강한 사람",2,
2026/03/03 5:15:48 PM GMT+9,배림호,여우상,그 이상,되는대로,결혼 후 3~5년 이내,의학적 도움 적극 시도,1,1,5,5,3,5,3,2,1,5,1,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",1,"자신이 좋아하는 일, 행복",1,
2026/02/21 7:33:15 PM GMT+9,박민예,강아지상,2명,오직 딸,경제적 안정 후,무자녀,1,1,5,3,2,4,1,3,2,5,2,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",2,자기 감정을 잘 표현하고 조절하는 사람,4,
2026/02/22 11:22:32 AM GMT+9,노린준,곰상,2명,오직 딸,결혼 후 3~5년 이내,입양 고려;의학적 도움 적극 시도,4,1,5,5,2,5,5,3,3,2,3,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",3,정서적으로 안정되고 공감할 줄 아는 사람,2,
2026/03/02 4:58:44 AM GMT+9,황호도,고슴도치상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,입양 고려;무자녀;의학적 도움 적극 시도,4,1,4,5,3,2,5,3,4,5,4,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",3,"자신이 좋아하는 일, 행복",2,
2026/03/03 12:37:51 AM GMT+9,양민율,곰상,2명,오직 딸,결혼 후 1~2년 이내,무자녀,2,1,4,5,5,4,1,3,2,2,1,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",3,"회복탄력성, 생활력 강한 사람",3,
2026/02/24 7:34:40 AM GMT+9,노우예,여우상,2명,"딸 1명, 아들 1명",결혼 후 3~5년 이내,입양 고려;의학적 도움 적극 시도,2,1,4,5,3,5,1,4,3,4,4,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",3,"자신이 좋아하는 일, 행복",3,
2026/03/01 2:24:18 PM GMT+9,조솔하,꼬부기상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,의학적 도움 적극 시도;무자녀,5,1,5,5,2,4,1,1,1,1,4,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",5,"회복탄력성, 생활력 강한 사람",5,
2026/03/01 6:06:19 PM GMT+9,박림온,고양이상,2명,"딸 1명, 아들 1명",결혼 후 3~5년 이내,의학적 도움 적극 시도;무자녀,2,1,4,4,3,4,4,2,2,4,2,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",4,"회복탄력성, 생활력 강한 사람",4,
2026/02/23 12:42:58 PM GMT+9,배현빈,고양이상,1명,"딸 1명, 아들 1명",경제적 안정 후,무자녀,1,1,4,5,4,4,2,3,2,2,2,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",4,"자신이 좋아하는 일, 행복",2,
2026/03/01 4:12:19 PM GMT+9,손성지,사슴상,2명,"딸 1명, 아들 1명",결혼 후 3~5년 이내,입양 고려;의학적 도움 적극 시도;무자녀,2,1,4,3,2,4,5,3,2,3,2,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",4,"도덕적, 타인 배려",4,
2026/03/02 2:51:33 AM GMT+9,한도빈,여우상,1명,"딸 1명, 아들 1명",경제적 안정 후,의학적 도움 적극 시도;입양 고려;무자녀,4,2,3,5,2,4,2,4,2,4,3,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",3,"회복탄력성, 생활력 강한 사람",2,
2026/03/01 10:23:48 PM GMT+9,고윤주,꽃돼지상,2명,"딸 1명, 아들 1명",경제적 안정 후,무자녀,2,3,3,4,2,5,2,3,2,4,2,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",1,창의적으로 문제를 해결하는 사람,1,
2026/02/22 6:18:21 PM GMT+9,허호빈,곰상,2명,오직 딸,결혼 후 1~2년 이내,입양 고려,1,1,2,5,5,5,3,3,3,5,5,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",1,"자신이 좋아하는 일, 행복",1,
2026/03/03 7:21:24 PM GMT+9,조수윤,여우상,3명,오직 딸,결혼 후 1~2년 이내,의학적 도움 적극 시도;무자녀,4,3,4,4,5,1,4,4,4,5,3,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",2,"회복탄력성, 생활력 강한 사람",4,
2026/03/03 10:01:44 AM GMT+9,박찬성,쿼카상,2명,오직 딸,결혼 후 1~2년 이내,무자녀;의학적 도움 적극 시도,4,1,4,4,1,5,5,4,3,1,1,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",4,책임감 있고 약속을 지키는 사람,4,
2026/02/23 2:58:43 PM GMT+9,이도주,오리상,3명,"딸 2명, 아들 1명",결혼 후 1~2년 이내,의학적 도움 적극 시도;입양 고려,1,1,5,5,4,5,4,5,3,5,3,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",1,다른 사람을 존중하고 협력하는 사람,3,
2026/02/28 10:50:16 AM GMT+9,박솔민,여우상,2명,오직 딸,결혼 즉시,입양 고려;무자녀;의학적 도움 적극 시도,5,2,4,5,4,5,4,1,4,4,5,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",1,"도덕적, 타인 배려",3,
2026/03/03 12:42:50 AM GMT+9,홍은혜,여우상,3명,딸2 아들1,결혼 후 1~2년 이내,의학적 도움 적극 시도;입양 고려;무자녀,1,3,5,5,4,3,5,5,2,5,2,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",1,"자신이 좋아하는 일, 행복",1,
2026/02/24 5:56:39 AM GMT+9,윤훈현,여우상,1명,오직 딸,결혼 후 1~2년 이내,입양 고려,3,3,4,4,4,2,2,5,2,4,4,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",4,"경제적 성공, 사회적 지위",3,
2026/02/27 12:29:51 AM GMT+9,정라준,고양이상,2명,"딸 1명, 아들 1명",경제적 안정 후,의학적 도움 적극 시도,1,2,5,5,5,5,3,5,3,5,2,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",2,"자녀의 입에서 나는 엄마, 아빠처럼 살래요 라는 말과 목표가 나오도록 / 가장 존경하는 사람이 누구인가 라고 자녀에게 누군가 물어보면, 우리 엄마 아빠요 라고 대답할 수 있는 사람이 되었으면 좋겠습니다",2,
2026/02/23 11:37:28 PM GMT+9,배온하,호랑이상,3명,아들1 딸2,결혼 후 1~2년 이내,의학적 도움 적극 시도;입양 고려,2,3,4,5,5,4,2,4,2,5,1,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",2,실패해도 다시 도전하는 용기 있는 사람,3,
2026/02/24 5:06:33 AM GMT+9,배호민,오리상,2명,오직 딸,결혼 후 1~2년 이내,입양 고려,1,2,5,5,1,2,5,2,4,5,1,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",2,"자신이 좋아하는 일, 행복",2,
2026/02/28 5:44:19 AM GMT+9,심나진,강아지상,1명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,의학적 도움 적극 시도;입양 고려;무자녀,2,4,5,5,4,4,5,4,2,4,2,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",3,"경제적 성공, 사회적 지위",4,
2026/02/27 8:17:11 AM GMT+9,고별우,여우상,2명,"딸 1명, 아들 1명",경제적 안정 후,의학적 도움 적극 시도;입양 고려,4,1,4,4,2,3,4,4,4,4,2,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",2,"회복탄력성, 생활력 강한 사람",2,
2026/02/27 4:35:47 PM GMT+9,황윤은,여우상,2명,"딸 1명, 아들 1명",경제적 안정 후,무자녀;입양 고려,2,4,5,4,1,5,4,2,1,4,5,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",1,"회복탄력성, 생활력 강한 사람",1,
2026/02/25 11:32:35 AM GMT+9,한윤민,고양이상,1명,오직 딸,경제적 안정 후,입양 고려,4,1,5,5,3,2,1,1,1,5,3,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",2,"자신이 좋아하는 일, 행복",3,
2026/02/22 12:09:25 AM GMT+9,오영린,여우상,3명,오직 딸,결혼 후 3~5년 이내,무자녀;입양 고려;의학적 도움 적극 시도,2,1,4,3,2,4,5,3,2,4,2,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",4,"도덕적, 타인 배려",4,
2026/02/24 10:51:12 PM GMT+9,이담호,여우상,2명,오직 딸,결혼 후 3~5년 이내,의학적 도움 적극 시도;입양 고려,2,1,4,5,2,4,5,3,3,1,1,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",3,"회복탄력성, 생활력 강한 사람",2,
2026/02/24 3:34:25 PM GMT+9,양나담,강아지상,2명,"딸 1명, 아들 1명",경제적 안정 후,무자녀,3,1,4,5,4,2,2,4,1,2,2,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",4,"자신이 좋아하는 일, 행복",2,
2026/03/02 1:08:52 PM GMT+9,임성경,고양이상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,입양 고려;의학적 도움 적극 시도,5,5,5,5,2,4,1,4,1,1,5,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",4,"회복탄력성, 생활력 강한 사람",5,
2026/02/25 1:33:35 AM GMT+9,권담빈,고양이상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,무자녀,2,1,5,5,2,4,5,4,2,5,4,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",3,"자녀의 입에서 나는 엄마, 아빠처럼 살래요 라는 말과 목표가 나오도록 / 가장 존경하는 사람이 누구인가 라고 자녀에게 누군가 물어보면, 우리 엄마 아빠요 라고 대답할 수 있는 사람이 되었으면 좋겠습니다",5,
2026/02/28 9:06:46 PM GMT+9,강민예,여우상,2명,"딸 1명, 아들 1명",경제적 안정 후,무자녀;입양 고려;의학적 도움 적극 시도,2,2,4,5,4,4,4,2,4,5,4,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",1,"자신이 좋아하는 일, 행복",3,
2026/02/24 3:57:53 PM GMT+9,양훈별,여우상,2명,오직 딸,결혼 후 1~2년 이내,입양 고려;무자녀,4,1,1,4,3,2,4,1,1,2,3,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",2,"도덕적, 타인 배려",4,
